Index	Time	Actin Mean base+0	Actin Area base+0	Actin Mean base+1	Actin Area base+1	Actin Mean base+2	Actin Area base+2	Actin Mean base+3	Actin Area base+3	Actin Mean base+4	Actin Area base+4	Actin Mean base+5	Actin Area base+5	Actin Mean base+6	Actin Area base+6	Actin Mean base+7	Actin Area base+7	Actin Mean base+8	Actin Area base+8	Actin Mean base+9	Actin Area base+9	Actin Mean base+10	Actin Area base+10
271.000	0.000	2513.163	4.467	2242.749	5.108	2113.081	6.810	1945.726	4.931	1570.681	3.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
272.000	0.000	2031.018	2.499	1503.432	2.919	1339.118	0.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
273.000	0.000	1357.111	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
274.000	0.000	1393.911	0.995	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
275.000	0.000	1884.711	1.680	2119.762	4.268	1494.056	2.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
276.000	0.000	1733.362	2.808	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
277.000	0.000	1754.382	2.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
278.000	0.000	2430.345	2.565	2203.125	2.830	2002.005	4.312	1772.056	2.764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
279.000	0.000	2192.327	3.648	2129.374	3.781	2053.955	3.892	1747.462	3.162	1437.000	1.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
280.000	0.000	2021.050	3.958	2005.876	5.174	1845.084	4.467	1772.900	4.201	1716.705	4.201	1627.930	4.135	1519.694	1.371	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
281.000	0.000	1495.375	0.708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
282.000	0.000	1695.984	1.371	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
283.000	0.000	2127.752	4.997	2472.861	8.601	1742.547	4.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
284.000	0.000	2314.561	3.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
285.000	0.000	1902.164	1.481	1520.061	0.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
286.000	0.000	1634.386	1.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
287.000	0.000	2071.758	2.189	1688.584	2.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
288.000	0.000	2092.546	2.631	1525.786	1.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
289.000	0.000	2339.508	2.653	1572.378	2.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
290.000	0.000	1975.322	4.599	1403.899	2.852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
291.000	0.000	2524.406	3.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
292.000	0.000	2385.254	2.609	2284.419	3.427	2228.732	4.201	2168.748	4.997	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
293.000	0.000	1922.476	1.857	1827.585	3.626	1614.441	1.504	1549.917	0.265	1545.520	0.553	1809.722	6.368	1764.155	6.258	1703.064	5.196	1655.147	4.356	1582.812	2.233	1474.000	0.265
294.000	0.000	2125.779	1.703	1987.814	0.951	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
295.000	0.000	2221.327	2.300	2096.148	3.140	1657.906	1.879	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
296.000	0.000	1573.533	1.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
297.000	0.000	2248.052	2.145	1588.131	1.349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
298.000	0.000	1799.152	1.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
299.000	0.000	1466.778	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
300.000	0.000	2557.872	3.118	2361.455	3.405	2120.547	4.489	1876.821	2.344	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
301.000	0.000	1635.694	1.879	1204.824	1.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
302.000	0.000	1801.372	3.206	1987.265	3.250	1841.045	7.938	1595.630	3.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
303.000	0.000	2165.789	2.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
304.000	0.000	1806.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
305.000	0.000	1693.399	7.319	1686.052	2.123	1684.342	1.614	1723.709	1.216	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
306.000	0.000	1425.915	1.570	1215.722	0.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
307.000	0.000	2023.866	4.953	2056.160	9.287	2066.887	9.773	2086.666	11.255	1859.118	2.432	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
308.000	0.000	1533.393	1.349	1586.328	1.349	1579.074	1.504	1570.030	1.459	1585.149	5.484	1367.425	0.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
309.000	0.000	1903.604	1.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
310.000	0.000	1718.576	2.764	1744.684	3.914	1532.405	3.273	1397.222	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
311.000	0.000	2759.944	2.764	2487.040	5.550	2628.472	6.235	2705.823	4.621	2329.172	16.540	1918.413	10.813	1708.161	2.609	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
312.000	0.000	1982.742	2.830	1550.142	2.344	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
313.000	0.000	1650.889	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
314.000	0.000	1576.730	0.818	1489.000	0.332	1423.947	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
315.000	0.000	1560.478	1.017	1398.933	0.332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
316.000	0.000	1608.901	2.233	1327.115	1.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
317.000	0.000	2470.529	4.179	2147.897	6.435	1872.305	5.285	1529.487	2.587	1309.333	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
318.000	0.000	2432.069	2.233	1842.712	1.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
319.000	0.000	2073.039	2.255	2051.363	2.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
320.000	0.000	1615.200	1.327	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
321.000	0.000	1208.724	0.641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
322.000	0.000	1891.271	3.427	1687.867	3.317	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
323.000	0.000	1644.568	3.228	1591.221	3.604	1222.355	0.685	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
324.000	0.000	1542.368	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
325.000	0.000	1277.111	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
326.000	0.000	1682.970	1.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
327.000	0.000	1269.310	1.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
328.000	0.000	1664.641	2.278	1303.522	1.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
329.000	0.000	2103.686	3.383	1546.482	3.074	1277.967	1.349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
330.000	0.000	2029.068	3.582	1695.376	2.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
331.000	0.000	1389.778	0.796	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
332.000	0.000	3008.988	7.606	2964.612	8.314	2773.485	10.945	2643.283	10.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
333.000	0.000	1704.111	0.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
334.000	0.000	1558.044	0.995	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
